method,Intercept,# Days,Mfr B,Score
ASTM,0.0027955493276763783,0.9483847808809833,0.7031175058144297,5.062090000597605
RF,628.5837906000545,0.9283055157462146,0.5448225915149307,3.662687202933287e-5
